Place of Publication,Year of Publication,Author,URL
Kjøbenhavn,1880,"NORDENSKIÖLD, Nils Adolf Erik - Baron",http://www.flickr.com/photos/britishlibrary/tags/sysnum001330970
Stockholm,1869,"NYSTRÖM, C.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001330988
Wirzburg,1883,"HENNER, Theodor.|SCHAEFFLER, August.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001331199
Monza,1841,"MARIMONTI, Giuseppe.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001332199
London,1880 [1879],"FRISWELL, afterwards MYALL, Laura Hain.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001332459
London,1862,"BONOMI, Joseph.|SHARPE, Samuel - Orientalist",http://www.flickr.com/photos/britishlibrary/tags/sysnum001332499
Ferrara,1847-50,"LADERCHI, Cammillo - Count",http://www.flickr.com/photos/britishlibrary/tags/sysnum001333255
Zürich,1836,"HEER, Oswald.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001333597
Paris,1892,"BOURDETTE, Jean.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001334196
London,[1880],"LANIER, Sidney Clopton.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001334269
London,[1899],"BROWNE, Gordon Frederick.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001334271
Leipzig,[1858],"CATEL, Franz.|GAIL - Engraver|PINELLI, Bartolomeo.|WELLER, Theodor Leopold.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001334803
Reprinted at the Auchinleck press,1816-18,"Boswell, Alexander - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum001334960
"New Orleans, La",1882,"HAWKINS, Armand.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001335585
Philadelphia,1843-44,"Croome, William",http://www.flickr.com/photos/britishlibrary/tags/sysnum001335586
Boston [Mass.],1850,"SWETT, Samuel.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001336028
Firenze,1865,"GARGANI, Gargano T.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001336563
London,1888,"PAGENSTECHER, G. - Dr",http://www.flickr.com/photos/britishlibrary/tags/sysnum001337251
London,1844,"SCHOULTZ, Anne von.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001337854
Paderborn,1844,"MICUS, Franz Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001339211
Jennings,[1813?],"BONAR, Anne.|MASUREAUX, Charles.|NICHOLSON, Philip - Murderer",http://www.flickr.com/photos/britishlibrary/tags/sysnum001340313
Boston [Mass.],1897,"MERRILL, Frank Thayer.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001340708
Oxford,1892,"JESSOPP, Augustus.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001341190
London,1858,"BONNEVAL, Judithe Charlotte de - Countess",http://www.flickr.com/photos/britishlibrary/tags/sysnum001341372
Mülheim a. d. Ruhr,1848,"PFEIFFER, Bertram.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001342159
Buenos Aires,1875,"ZINNY, Antonio.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001342271
Newburyport,1800,"BLUNT, Edmund March.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001342933
New York; Kegan Paul & Co,1891,"WHITE, Frank Linstow - pseud. [i.e. Frank Weitenkampf.]",http://www.flickr.com/photos/britishlibrary/tags/sysnum001343408
Napoli,1842,"FUSCO, Giovanni Vincenzo.|GIANPIETRI, Angelo Trojano.|GIORDANO, Fabio.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001343981
Paris,1893 [1892],"JULLIAN, Camille.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001344270
Philadelphia,1881,"COPE, Gilbert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001344332
Cork,1838,"COLTHURST, E.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001344394
London,1746,"WILLIAMS, Charles Hanbury - Sir, K.B",http://www.flickr.com/photos/britishlibrary/tags/sysnum001344489
Allahabad,1894],"GORDON, Arthur Niel.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001345167
Liège,1887,"GOCHET, Jean Baptiste.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001345186
Liège,1888,"GOCHET, Jean Baptiste.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001345187
Liège,1890,"GOCHET, Jean Baptiste.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001345188
Tours,1898,"GOCHET, Jean Baptiste.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001345189
London,1898,"CONNOR, Ralph - pseud. [i.e. Charles William Gordon.]",http://www.flickr.com/photos/britishlibrary/tags/sysnum001345304
Nantes,1861,"GAUTIER, E. - of Nantes",http://www.flickr.com/photos/britishlibrary/tags/sysnum001345372
London,1897,"HARPER, Henry George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001345542
London,1896,"HARPER, Henry George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001345547
London,1895,"HARPER, Henry George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001345557
London,[1870?],"GORDON, Catherine Jane Bradby - Mrs",http://www.flickr.com/photos/britishlibrary/tags/sysnum001345909
London,[1878.],"GUERNSEY, Lucy Ellen.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001345955
Edinburgh,1843,"BALLANTINE, James - Artist and Song-Writer|RITCHIE, Alexander A.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001346912
Paris,1874,"BOUILLÉ DU CHARIOL, François Claude Amour de - Marquis",http://www.flickr.com/photos/britishlibrary/tags/sysnum001347529
London?],1790,"FUNGUS, Ferdinando - Gent., pseud. [i.e. William Ettrick?]|WHITE, Joseph - Canon of Christ Church",http://www.flickr.com/photos/britishlibrary/tags/sysnum001347631
Brugge,1849,"GAILLIARD, Jean Jacques - of Bruges",http://www.flickr.com/photos/britishlibrary/tags/sysnum001350521
Brugge,1847,"MUYNCK, J. F. De.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001350526
Roma,1895,"GUJ, Enrico.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001351069
Napoli,1829,"GALANTI, Luigi.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001351545
"pp. viii. 110. Constable & Co.: London, 1896",,"STRATTON, Helen.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001352199
London,1860,"H., T.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001352867
Francis & John Rivington,1846,"BIRCH, Walter - Mrs",http://www.flickr.com/photos/britishlibrary/tags/sysnum001353653
Pesth & Wien,1823,"REICHARD, Carl.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001355128
Edinburgh,1812,"SCOTT, Henry - 3rd Duke of Buccleuch",http://www.flickr.com/photos/britishlibrary/tags/sysnum001356101
Paris,1848,"NANTEUIL, Célestin.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001356516
London,[1895.],"OLIVER, Austin.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001356655
London,1895,"Ainger, Alfred|BROCK, Charles Edmund.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001357006
Birmingham,1887,"Cromwell, Thomas - Earl of Essex",http://www.flickr.com/photos/britishlibrary/tags/sysnum001357183
Lisboa,1861,"COSTA PAIVA, Antonio da - Baron do Castello de Paiva|HERCULANO DE CARVALHO E ARAUJO, Alexandre.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001357795
London,[1850.],"GREY, Elizabeth Caroline.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001358433
London,1824.],"MILNER, Henry M.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001358435
Madrid,1884,"MÁRTOS, Cristino.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001359363
Lyon,1890-95,"GROFFIER, Valérien Philibert.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001359871
Paris,1889,"FROELICH, Jules.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001360120
Prag,1890,"GRUENWALD, Moriz.|KLEMPERER, Gutmann.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001360584
Brandenburg a. H,1894,"NIEDERSTADT, Erich.|TSCHIRCH, Otto Richard Sigismund.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001362064
London,1835?],"TOMLINS, Frederick Guest.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001362155
"Madrid [printed], Paris",1877,"BAINES, Thomas - F.R.G.S|MAUCH, Carl.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001362481
Nueva York,1869,"Gómez, Ignacio.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001363770
London,1791,"Darwin, Erasmus",http://www.flickr.com/photos/britishlibrary/tags/sysnum001364170
Évreux,1865,"LACROIX, Eugène.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001364462
London,1850,"POWER, Marguerite A.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001364912
London,1861,"FIELD, Edmund - Esq|SCHWARTZ, Marie Espérance von.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001366936
Montréal,"1882, 83","CHAUVEAU, Pierre Joseph Olivier.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001368089
Montreal,1866,"BELL, Andrew - of Montreal",http://www.flickr.com/photos/britishlibrary/tags/sysnum001368094
Montreal,1874,"BELL, Andrew - of Montreal",http://www.flickr.com/photos/britishlibrary/tags/sysnum001368095
London,1854,"WIGAN, Arthur Cleveland.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001368391
Otley,1861,"FAWKES, Francis Hawkesworth.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001368550
Lübeck,1802,"KOSEGARTEN, Ludwig Theoboul.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001368679
Paris,1882,"GARNIER, Léon - Editor",http://www.flickr.com/photos/britishlibrary/tags/sysnum001369049
Torino,1891,"CARELLI, Luigi.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001369288
London,1892,"FORSHAW, Charles Frederick.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001369671
London,[1888.],"SMITH, Joseph Denham.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001369687
London,1758,"CAPELL, Edward.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001370299
London,1779,"TASKER, William.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001370322
Bliss Sands & Co,1896,"ROBINSON, Thomas Heath.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001372684
Service & Paton,[1898],"BROCK, Henry Matthew.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001372685
Macmillan & Co.; New York,1898,"Ritchie, Anne Thackeray|THOMSON, Hugh.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001372687
"Smith, Elder & Co",1866,"Du Maurier, George",http://www.flickr.com/photos/britishlibrary/tags/sysnum001372815
Dublin,1874,"DRENNAN, William - the Elder",http://www.flickr.com/photos/britishlibrary/tags/sysnum001372981
Adelaide,1874,"ISAACS, George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001373034
Weimar,1819-25,"CANNABICH, Johann Guenther Friedrich.|GUTSMUTHS, Johann Christoph Friedrich.|HASSEL, Johann Georg Heinrich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001373128
London,[1855-59],"TYRRELL, Henry - Teacher of Elocution",http://www.flickr.com/photos/britishlibrary/tags/sysnum001373415
Simla,1884,"KÖNIGS, Julius Joseph.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001374017
Paris,[1856?],"Doré, Gustave|DUFOUR, Auguste Henri.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001374138
Besançon,1851,"BESSON, Louis François Nicolas - Bishop of Nîmes, Uzès and Alais",http://www.flickr.com/photos/britishlibrary/tags/sysnum001374934
Leide,1898,"CORDIER, Henri.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001375643
London,1570 [reprinted 1844.],"DROUT, John.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001376528
"Tenby [printed], London",1865,"MASON, J. Davenport.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001376553
London,[1849.],"Aytoun, William Edmondstoune|CROWQUILL, Alfred - pseud. [i.e. Alfred Henry Forrester.]|DOYLE, Richard.|LEECH, John - Artist",http://www.flickr.com/photos/britishlibrary/tags/sysnum001376736
Gap,1895,"GUILLAUME, Paul - Archiviste des Hautes-Alpes",http://www.flickr.com/photos/britishlibrary/tags/sysnum001378023
Wien,1862,"RUDTORFFER, Franz von.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001378646
London,1887,"Baring-Gould, S. (Sabine)",http://www.flickr.com/photos/britishlibrary/tags/sysnum001378660
Bernard Lintot,1721,"SNOW, Thomas - Goldsmith",http://www.flickr.com/photos/britishlibrary/tags/sysnum001379800
Macerata,[1886],"ERCOLANI, Carlo.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001379829
Leipzig,1885,"BLUM, Hans Georg Maximilian.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001380613
Paris,1890,"COSTA DE BEAUREGARD, Charles Albert Marie - Marquis|FALQUET DE PLANTA, Valentine - Countess de La Bouëre",http://www.flickr.com/photos/britishlibrary/tags/sysnum001380833
Turin,1839],"GIOFFREDO, Pietro.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001381054
Edinburgh,1896,"BROWN, Joseph - Artist",http://www.flickr.com/photos/britishlibrary/tags/sysnum001382201
Edinburgh,1898,"BROWN, Joseph - Artist",http://www.flickr.com/photos/britishlibrary/tags/sysnum001382202
London,1889,"MACMULLAN, S. J.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001383167
Ἀθηνησιν,1864,"ANUSIOS, M. N.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001383277
Bruxelles,1845,"LUNDBLAD, Johan Fredrik af.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001384111
"Chicago, Ill",1899,"NALKOWSKI, Wacław.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001384239
"London [printed], Cambridge",1865,"MURCHISON, Roderick Impey - Sir, Bart",http://www.flickr.com/photos/britishlibrary/tags/sysnum001384268
London,[1897],"HARPER, Henry Andrew.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001384312
Arnhem,1868,"KREENEN, J. J.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001384943
Haarlem,1898,"DOORNINCK, P. N. van.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001385454
Greiz,1870,"GELDERN-CRISPENDORF, Bruno von.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001385492
London,1846,"BUNBURY, Edward Herbert - Sir, Bart",http://www.flickr.com/photos/britishlibrary/tags/sysnum001385828
Kelso,1805,"DOUGLAS, M. - Mrs., of Ednam House",http://www.flickr.com/photos/britishlibrary/tags/sysnum001385943
Middelburg,1877,"CALAND, Frederik.|NAGTGLAS, Frederik.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001386513
Ostende,1860,"ROYER, P.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001386717
Genève,1897,"COVELLE, Alfred Lucien.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001387954
London,1820,"LORY, Gabriel - the Elder|LORY, Gabriel - the Younger|SHOBERL, Frederick.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001388488
London,[1814.],"HIRST, James.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001388986
Genoa,1846,"GANDOLFI, Giovanni Cristoforo.|PALLAVICINO, Camillo - Marquis of Genoa|PARETO, Lorenzo - Marquis|Spinola, Maximilian",http://www.flickr.com/photos/britishlibrary/tags/sysnum001389512
Hull,1869,"OHLSON, George.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001390016
London,1818,"RHODES, George Ambrose.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001390531
London,[1822.],"CURTIS, William - Sir, Bart., Lord Mayor of London",http://www.flickr.com/photos/britishlibrary/tags/sysnum001391386
London,1890,"FOX, S. Middleton.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001391452
London,1872,"Besant, Walter - Sir",http://www.flickr.com/photos/britishlibrary/tags/sysnum001391726
Copenhagen,1875?],"STEPHENS, George - Professor at Copenhagen",http://www.flickr.com/photos/britishlibrary/tags/sysnum001392034
London,[1868.],"FRANKLIN, John - Illustrator",http://www.flickr.com/photos/britishlibrary/tags/sysnum001392125
С[анкт] П[етер] Б[ургъ],1848,"MURAV'EV, Andrei Nikolaevich.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001393441
New York,1855,"LONGSTREET, Augustus Baldwin.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001393569
London,1891,"Braddon, M. E. (Mary Elizabeth)",http://www.flickr.com/photos/britishlibrary/tags/sysnum001394358
London,1891,"GERARD, afterwards LONGARD DE LONGGARDE, Dorothea.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001394601
London,1898,"WINTER, Thomas - Conspirator",http://www.flickr.com/photos/britishlibrary/tags/sysnum001394792
Norwich,1801,"PAPILLON, William.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001396403
Québec,1888,"CASGRAIN, Henri Raymond.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001396846
Kassel,1892,"GERLAND, Balthasar.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001397245
London,1876,"BOTHMER, Mary von - Countess",http://www.flickr.com/photos/britishlibrary/tags/sysnum001397883
London,1877,"BOTHMER, Mary von - Countess",http://www.flickr.com/photos/britishlibrary/tags/sysnum001397885
Wien,1885,"FISCHER, Ludwig Hans.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001406888
München,1853,"MEDERER, Johann Nepomuk.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001407872
Paris,1864,"BABINET DE RENCOGNE, Gustave.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001408300
London,[1853],"SERNAU, Moritz.|STEPHENS, J. M. - Rev",http://www.flickr.com/photos/britishlibrary/tags/sysnum001408486
Paris,1858,"BARTHÉLEMY, Anatole Jean Baptiste Antoine de.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001408974
Milano,1891,"CAMPERIO, Manfredo.|GESSI, Felice.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001409276
London,"1892, [1891]","GESSI, Felice.|WOLFFSOHN, Lily.|WOODWARD, Bettina.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001409278
Nürnberg,1842,"BEHAIM, Martin.|SCHOENER, Johann - Professor of Mathematics at Nuremberg",http://www.flickr.com/photos/britishlibrary/tags/sysnum001411736
London,[1895-97.],"CHRISTIE, Mary Elizabeth.",http://www.flickr.com/photos/britishlibrary/tags/sysnum001413765
London,1796,"HOLROYD, John Baker - Earl of Sheffield",http://www.flickr.com/photos/britishlibrary/tags/sysnum001413778
London,1838-39,"Milman, Henry Hart",http://www.flickr.com/photos/britishlibrary/tags/sysnum001413819
